================================================================================
批量推理结果
模型: /home/minzhi/ws05_fourth_assessment/DeepLearning/best.pth
类别: 3, 4, negative
================================================================================


================================================================================
目录: 3_galaxy_5000_8_1 (共 204 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
统计: 3=249 (100.0%), 4=0 (0.0%), negative=0 (0.0%)

================================================================================
目录: 3_mind_5000_2 (共 159 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
roi_141.png          3          0.5405     0.540510     0.327296     0.132193    
roi_142.png          3          0.5406     0.540636     0.327214     0.132150    
roi_143.png          3          0.5406     0.540579     0.327338     0.132083    
roi_144.png          3          0.5412     0.541182     0.327128     0.131690    
roi_145.png          3          0.5410     0.540984     0.327142     0.131874    
roi_146.png          3          0.5411     0.541107     0.327142     0.131750    
roi_147.png          3          0.5408     0.540818     0.327220     0.131963    
roi_148.png          3          0.5413     0.541275     0.327096     0.131628    
roi_149.png          3          0.5409     0.540862     0.327170     0.131968    
roi_150.png          3          0.5411     0.541108     0.327146     0.131745    
roi_151.png          3          0.5413     0.541323     0.327067     0.131611    
roi_152.png          3          0.5411     0.541128     0.327150     0.131722    
roi_153.png          3          0.5409     0.540928     0.327138     0.131934    
roi_154.png          3          0.5417     0.541741     0.327015     0.131244    
roi_155.png          3          0.5413     0.541340     0.327055     0.131605    
roi_156.png          3          0.5413     0.541250     0.327221     0.131529    
roi_157.png          3          0.5411     0.541069     0.327169     0.131762    
roi_158.png          3          0.5413     0.541280     0.327154     0.131566    
roi_159.png          3          0.5413     0.541336     0.327080     0.131584    
roi_160.png          3          0.5414     0.541356     0.327102     0.131542    
roi_161.png          3          0.5410     0.541034     0.327183     0.131783    
roi_162.png          3          0.5412     0.541165     0.327119     0.131717    
roi_163.png          3          0.5415     0.541452     0.327045     0.131503    
roi_164.png          3          0.5411     0.541077     0.327207     0.131717    
roi_165.png          3          0.5415     0.541533     0.327066     0.131401    
roi_166.png          3          0.5411     0.541061     0.327107     0.131832    
roi_167.png          3          0.5409     0.540887     0.327279     0.131834    
roi_168.png          3          0.5412     0.541171     0.327083     0.131746    
roi_169.png          3          0.5410     0.540971     0.327135     0.131894    
roi_170.png          3          0.5411     0.541148     0.327070     0.131782    
roi_171.png          3          0.5407     0.540734     0.327218     0.132048    
roi_172.png          3          0.5408     0.540795     0.327149     0.132056    
roi_173.png          3          0.5409     0.540909     0.327226     0.131865    
roi_174.png          3          0.5411     0.541066     0.327161     0.131773    
roi_175.png          3          0.5409     0.540909     0.327123     0.131968    
roi_176.png          3          0.5409     0.540883     0.327215     0.131902    
roi_177.png          3          0.5410     0.541002     0.327090     0.131908    
roi_178.png          3          0.5405     0.540539     0.327231     0.132230    
roi_179.png          3          0.5409     0.540877     0.327247     0.131876    
roi_180.png          3          0.5413     0.541294     0.327047     0.131659    
roi_181.png          3          0.5413     0.541277     0.327141     0.131582    
roi_182.png          3          0.5409     0.540869     0.327222     0.131909    
roi_183.png          3          0.5415     0.541467     0.327100     0.131434    
roi_184.png          3          0.5411     0.541140     0.327021     0.131840    
roi_185.png          3          0.5414     0.541363     0.327020     0.131617    
roi_186.png          3          0.5410     0.540960     0.327119     0.131921    
roi_187.png          3          0.5409     0.540881     0.327064     0.132055    
roi_188.png          3          0.5408     0.540755     0.327171     0.132074    
roi_189.png          3          0.5410     0.540980     0.327123     0.131897    
roi_190.png          3          0.5406     0.540600     0.327300     0.132100    
roi_191.png          3          0.5412     0.541185     0.327162     0.131653    
roi_192.png          3          0.5408     0.540750     0.327248     0.132002    
roi_193.png          3          0.5410     0.540977     0.327205     0.131817    
roi_194.png          3          0.5411     0.541102     0.327078     0.131820    
roi_195.png          3          0.5408     0.540803     0.327208     0.131990    
roi_196.png          3          0.5411     0.541118     0.327078     0.131805    
roi_197.png          3          0.5410     0.541010     0.327070     0.131920    
roi_198.png          3          0.5410     0.540996     0.327168     0.131835    
roi_199.png          3          0.5411     0.541101     0.327127     0.131772    
roi_200.png          3          0.5412     0.541181     0.327081     0.131738    
roi_201.png          3          0.5411     0.541121     0.327103     0.131776    
roi_202.png          3          0.5407     0.540709     0.327245     0.132046    
roi_203.png          3          0.5409     0.540923     0.327156     0.131921    
roi_204.png          3          0.5408     0.540836     0.327121     0.132043    
roi_205.png          3          0.5408     0.540831     0.327210     0.131959    
roi_206.png          3          0.5406     0.540585     0.327207     0.132208    
roi_207.png          3          0.5408     0.540804     0.327173     0.132023    
roi_208.png          3          0.5411     0.541130     0.327191     0.131680    
roi_209.png          3          0.5410     0.540966     0.327172     0.131862    
roi_210.png          3          0.5408     0.540834     0.327177     0.131989    
roi_211.png          3          0.5411     0.541060     0.327241     0.131699    
roi_212.png          3          0.5412     0.541170     0.327113     0.131717    
roi_213.png          3          0.5411     0.541128     0.327140     0.131732    
roi_214.png          3          0.5410     0.541007     0.327139     0.131854    
roi_215.png          3          0.5409     0.540897     0.327062     0.132041    
roi_216.png          3          0.5410     0.541036     0.327147     0.131817    
roi_217.png          3          0.5409     0.540881     0.327162     0.131956    
roi_218.png          3          0.5412     0.541200     0.327072     0.131729    
roi_219.png          3          0.5407     0.540714     0.327192     0.132095    
roi_220.png          3          0.5406     0.540604     0.327260     0.132136    
roi_221.png          3          0.5409     0.540890     0.327181     0.131929    
roi_222.png          3          0.5407     0.540720     0.327123     0.132157    
roi_223.png          3          0.5408     0.540847     0.327186     0.131967    
roi_224.png          3          0.5407     0.540735     0.327214     0.132052    
roi_225.png          3          0.5410     0.540992     0.327194     0.131814    
roi_226.png          3          0.5410     0.540985     0.327130     0.131885    
roi_227.png          3          0.5408     0.540811     0.327205     0.131984    
roi_228.png          3          0.5409     0.540862     0.327234     0.131905    
roi_229.png          3          0.5406     0.540645     0.327222     0.132133    
roi_230.png          3          0.5408     0.540790     0.327159     0.132051    
roi_231.png          3          0.5403     0.540326     0.327284     0.132389    
roi_232.png          3          0.5408     0.540811     0.327198     0.131991    
roi_233.png          3          0.5409     0.540943     0.327176     0.131881    
roi_234.png          3          0.5406     0.540644     0.327090     0.132266    
roi_235.png          3          0.5407     0.540697     0.327129     0.132174    
roi_236.png          3          0.5412     0.541182     0.327109     0.131709    
roi_237.png          3          0.5406     0.540645     0.327204     0.132151    
roi_238.png          3          0.5407     0.540650     0.327201     0.132149    
roi_239.png          3          0.5410     0.541006     0.327198     0.131797    
roi_240.png          3          0.5408     0.540753     0.327124     0.132123    
roi_241.png          3          0.5411     0.541069     0.327107     0.131824    
roi_242.png          3          0.5411     0.541116     0.327077     0.131807    
roi_243.png          3          0.5408     0.540831     0.327193     0.131976    
roi_244.png          3          0.5414     0.541423     0.327005     0.131572    
roi_245.png          3          0.5411     0.541112     0.327099     0.131788    
roi_246.png          3          0.5411     0.541108     0.327092     0.131801    
roi_247.png          3          0.5409     0.540923     0.327127     0.131950    
roi_248.png          3          0.5411     0.541088     0.327056     0.131856    
roi_249.png          3          0.5412     0.541184     0.327072     0.131744    
roi_250.png          3          0.5410     0.541042     0.327044     0.131914    
roi_251.png          3          0.5410     0.540957     0.327098     0.131945    
roi_252.png          3          0.5408     0.540772     0.327182     0.132046    
roi_253.png          3          0.5409     0.540859     0.327171     0.131969    
roi_254.png          3          0.5411     0.541064     0.327122     0.131814    
roi_255.png          3          0.5405     0.540493     0.327243     0.132263    
roi_256.png          3          0.5409     0.540888     0.327039     0.132073    
roi_257.png          3          0.5410     0.541003     0.327114     0.131884    
roi_258.png          3          0.5408     0.540754     0.327089     0.132157    
roi_259.png          3          0.5411     0.541134     0.327095     0.131770    
roi_260.png          3          0.5410     0.541006     0.327203     0.131791    
roi_261.png          3          0.5411     0.541074     0.327122     0.131804    
roi_262.png          3          0.5411     0.541130     0.327120     0.131750    
roi_263.png          3          0.5409     0.540907     0.327108     0.131985    
roi_264.png          3          0.5410     0.540997     0.327031     0.131972    
roi_265.png          3          0.5408     0.540838     0.327104     0.132057    
roi_266.png          3          0.5414     0.541413     0.327001     0.131586    
roi_267.png          3          0.5409     0.540868     0.327087     0.132045    
roi_268.png          3          0.5409     0.540950     0.327125     0.131926    
roi_269.png          3          0.5409     0.540917     0.327081     0.132003    
roi_270.png          3          0.5408     0.540813     0.327146     0.132041    
roi_271.png          3          0.5408     0.540808     0.327180     0.132012    
roi_272.png          3          0.5408     0.540847     0.327134     0.132019    
roi_273.png          3          0.5410     0.541009     0.327045     0.131946    
roi_274.png          3          0.5409     0.540935     0.327122     0.131943    
roi_275.png          3          0.5408     0.540774     0.327122     0.132104    
roi_276.png          3          0.5410     0.541016     0.327063     0.131921    
roi_277.png          3          0.5409     0.540890     0.327099     0.132011    
roi_278.png          3          0.5408     0.540826     0.327146     0.132028    
roi_279.png          3          0.5406     0.540634     0.327205     0.132162    
roi_280.png          3          0.5410     0.541048     0.327123     0.131829    
roi_281.png          3          0.5412     0.541162     0.327024     0.131813    
roi_282.png          3          0.5411     0.541148     0.326985     0.131866    
roi_283.png          3          0.5410     0.540988     0.327120     0.131892    
roi_284.png          3          0.5411     0.541071     0.327044     0.131885    
roi_285.png          3          0.5409     0.540921     0.327041     0.132037    
roi_286.png          3          0.5412     0.541211     0.326973     0.131815    
roi_287.png          3          0.5414     0.541373     0.326987     0.131640    
roi_288.png          3          0.5409     0.540865     0.327121     0.132014    
roi_289.png          3          0.5411     0.541059     0.327009     0.131932    
roi_290.png          3          0.5410     0.541021     0.327115     0.131864    
roi_291.png          3          0.5408     0.540772     0.327164     0.132064    
roi_292.png          3          0.5410     0.541035     0.327166     0.131799    
roi_293.png          3          0.5409     0.540910     0.327091     0.131999    
roi_294.png          3          0.5413     0.541310     0.327001     0.131688    
roi_295.png          3          0.5411     0.541145     0.327011     0.131843    
roi_296.png          3          0.5410     0.540959     0.327036     0.132005    
roi_297.png          3          0.5410     0.541017     0.327097     0.131886    
roi_298.png          3          0.5409     0.540857     0.327154     0.131988    
roi_299.png          3          0.5406     0.540587     0.327217     0.132197    
--------------------------------------------------------------------------------
统计: 3=159 (100.0%), 4=0 (0.0%), negative=0 (0.0%)

================================================================================
目录: 3_mind_5000_8_1 (共 254 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
roi_100.png          3          0.5570     0.557023     0.323169     0.119809    
roi_101.png          3          0.5574     0.557425     0.322882     0.119694    
roi_102.png          3          0.5571     0.557050     0.323192     0.119757    
roi_103.png          3          0.5569     0.556911     0.323309     0.119780    
roi_104.png          3          0.5569     0.556873     0.323189     0.119938    
roi_105.png          3          0.5567     0.556651     0.323256     0.120094    
roi_106.png          3          0.5566     0.556619     0.323128     0.120254    
roi_107.png          3          0.5564     0.556387     0.323147     0.120466    
roi_108.png          3          0.5564     0.556356     0.323260     0.120384    
roi_109.png          3          0.5562     0.556201     0.323223     0.120575    
roi_110.png          3          0.5563     0.556257     0.323251     0.120492    
roi_111.png          3          0.5560     0.555962     0.323580     0.120458    
roi_112.png          3          0.5556     0.555584     0.323417     0.120999    
roi_113.png          3          0.5555     0.555541     0.323440     0.121019    
roi_114.png          3          0.5557     0.555682     0.323529     0.120789    
roi_115.png          3          0.5552     0.555212     0.323475     0.121313    
roi_116.png          3          0.5553     0.555331     0.323577     0.121092    
roi_117.png          3          0.5547     0.554690     0.323815     0.121495    
roi_118.png          3          0.5548     0.554833     0.323678     0.121489    
roi_119.png          3          0.5546     0.554617     0.323608     0.121775    
roi_120.png          3          0.5540     0.554016     0.323801     0.122183    
roi_121.png          3          0.5537     0.553680     0.323794     0.122526    
roi_122.png          3          0.5542     0.554246     0.323660     0.122094    
roi_123.png          3          0.5537     0.553715     0.323696     0.122589    
roi_124.png          3          0.5540     0.553956     0.323811     0.122233    
roi_125.png          3          0.5538     0.553785     0.323752     0.122464    
roi_126.png          3          0.5536     0.553611     0.323773     0.122616    
roi_127.png          3          0.5534     0.553426     0.323824     0.122750    
roi_128.png          3          0.5535     0.553505     0.323640     0.122855    
roi_129.png          3          0.5532     0.553231     0.323778     0.122991    
roi_130.png          3          0.5538     0.553770     0.323892     0.122338    
roi_131.png          3          0.5536     0.553623     0.323828     0.122549    
roi_132.png          3          0.5532     0.553224     0.323824     0.122952    
roi_133.png          3          0.5530     0.553019     0.323869     0.123112    
roi_134.png          3          0.5537     0.553672     0.323804     0.122524    
roi_135.png          3          0.5531     0.553117     0.323925     0.122958    
roi_136.png          3          0.5534     0.553442     0.323954     0.122603    
roi_137.png          3          0.5532     0.553201     0.323856     0.122943    
roi_138.png          3          0.5532     0.553223     0.323753     0.123024    
roi_139.png          3          0.5527     0.552734     0.323850     0.123416    
roi_140.png          3          0.5534     0.553364     0.323876     0.122760    
roi_141.png          3          0.5533     0.553326     0.323948     0.122726    
roi_142.png          3          0.5535     0.553513     0.323934     0.122553    
roi_143.png          3          0.5535     0.553488     0.323812     0.122699    
roi_144.png          3          0.5536     0.553586     0.323732     0.122682    
roi_145.png          3          0.5529     0.552882     0.323803     0.123315    
roi_146.png          3          0.5534     0.553449     0.323823     0.122728    
roi_147.png          3          0.5534     0.553439     0.323874     0.122687    
roi_148.png          3          0.5537     0.553722     0.323697     0.122581    
roi_149.png          3          0.5533     0.553256     0.323877     0.122867    
roi_150.png          3          0.5531     0.553127     0.323782     0.123091    
roi_151.png          3          0.5536     0.553646     0.323819     0.122535    
roi_152.png          3          0.5535     0.553492     0.323826     0.122682    
roi_153.png          3          0.5538     0.553827     0.323884     0.122289    
roi_154.png          3          0.5540     0.553979     0.323937     0.122085    
roi_155.png          3          0.5542     0.554242     0.323883     0.121875    
roi_156.png          3          0.5539     0.553923     0.323818     0.122259    
roi_157.png          3          0.5546     0.554573     0.323807     0.121620    
roi_158.png          3          0.5540     0.554001     0.323795     0.122204    
roi_159.png          3          0.5543     0.554261     0.323760     0.121978    
roi_160.png          3          0.5541     0.554053     0.323871     0.122076    
roi_161.png          3          0.5543     0.554345     0.323742     0.121913    
roi_162.png          3          0.5536     0.553622     0.323917     0.122461    
roi_163.png          3          0.5545     0.554548     0.323911     0.121541    
roi_164.png          3          0.5544     0.554440     0.323702     0.121858    
roi_165.png          3          0.5540     0.553957     0.323857     0.122186    
roi_166.png          3          0.5544     0.554420     0.323854     0.121726    
roi_167.png          3          0.5539     0.553903     0.323957     0.122140    
roi_168.png          3          0.5546     0.554576     0.323853     0.121571    
roi_169.png          3          0.5546     0.554591     0.323798     0.121611    
roi_170.png          3          0.5545     0.554549     0.323944     0.121507    
roi_171.png          3          0.5541     0.554082     0.323713     0.122205    
roi_172.png          3          0.5547     0.554659     0.323697     0.121644    
roi_173.png          3          0.5545     0.554510     0.323871     0.121618    
roi_174.png          3          0.5547     0.554658     0.323797     0.121546    
roi_175.png          3          0.5545     0.554452     0.323706     0.121842    
roi_176.png          3          0.5546     0.554574     0.323715     0.121711    
roi_177.png          3          0.5548     0.554815     0.323816     0.121369    
roi_178.png          3          0.5546     0.554567     0.323724     0.121708    
roi_179.png          3          0.5541     0.554149     0.323721     0.122130    
roi_180.png          3          0.5544     0.554398     0.323680     0.121922    
roi_181.png          3          0.5539     0.553853     0.323690     0.122457    
roi_182.png          3          0.5543     0.554271     0.323623     0.122106    
roi_183.png          3          0.5545     0.554536     0.323828     0.121637    
roi_184.png          3          0.5544     0.554383     0.323656     0.121960    
roi_185.png          3          0.5549     0.554898     0.323718     0.121384    
roi_186.png          3          0.5544     0.554440     0.323668     0.121893    
roi_187.png          3          0.5545     0.554512     0.323659     0.121830    
roi_188.png          3          0.5540     0.554031     0.323807     0.122162    
roi_189.png          3          0.5542     0.554207     0.323699     0.122094    
roi_190.png          3          0.5548     0.554771     0.323735     0.121494    
roi_191.png          3          0.5544     0.554360     0.323679     0.121961    
roi_192.png          3          0.5545     0.554457     0.323756     0.121786    
roi_193.png          3          0.5547     0.554681     0.323796     0.121523    
roi_194.png          3          0.5541     0.554103     0.323848     0.122049    
roi_195.png          3          0.5544     0.554434     0.323707     0.121859    
roi_196.png          3          0.5542     0.554240     0.323839     0.121921    
roi_197.png          3          0.5551     0.555107     0.323629     0.121264    
roi_198.png          3          0.5542     0.554228     0.323752     0.122020    
roi_199.png          3          0.5546     0.554594     0.323700     0.121706    
roi_200.png          3          0.5542     0.554161     0.323762     0.122077    
roi_201.png          3          0.5543     0.554300     0.323703     0.121997    
roi_202.png          3          0.5544     0.554364     0.323703     0.121933    
roi_203.png          3          0.5544     0.554427     0.323778     0.121795    
roi_204.png          3          0.5543     0.554284     0.323751     0.121966    
roi_205.png          3          0.5537     0.553696     0.323750     0.122554    
roi_206.png          3          0.5545     0.554532     0.323660     0.121808    
roi_207.png          3          0.5544     0.554373     0.323719     0.121907    
roi_208.png          3          0.5543     0.554278     0.323712     0.122010    
roi_209.png          3          0.5545     0.554521     0.323803     0.121676    
roi_210.png          3          0.5543     0.554337     0.323743     0.121920    
roi_211.png          3          0.5543     0.554250     0.323708     0.122042    
roi_212.png          3          0.5536     0.553560     0.323830     0.122610    
roi_213.png          3          0.5543     0.554344     0.323646     0.122011    
roi_214.png          3          0.5542     0.554213     0.323713     0.122073    
roi_215.png          3          0.5539     0.553941     0.323742     0.122316    
roi_216.png          3          0.5539     0.553892     0.323782     0.122326    
roi_217.png          3          0.5548     0.554788     0.323770     0.121442    
roi_218.png          3          0.5538     0.553763     0.323835     0.122401    
roi_219.png          3          0.5538     0.553751     0.323823     0.122426    
roi_220.png          3          0.5538     0.553813     0.323668     0.122519    
roi_221.png          3          0.5543     0.554289     0.323865     0.121845    
roi_222.png          3          0.5540     0.554011     0.323794     0.122196    
roi_223.png          3          0.5543     0.554291     0.323744     0.121965    
roi_224.png          3          0.5536     0.553645     0.323675     0.122680    
roi_225.png          3          0.5536     0.553596     0.323702     0.122701    
roi_226.png          3          0.5540     0.553976     0.323678     0.122346    
roi_227.png          3          0.5538     0.553841     0.323764     0.122395    
roi_228.png          3          0.5543     0.554310     0.323782     0.121908    
roi_229.png          3          0.5535     0.553521     0.323761     0.122718    
roi_230.png          3          0.5538     0.553809     0.323769     0.122422    
roi_231.png          3          0.5536     0.553647     0.323923     0.122430    
roi_232.png          3          0.5541     0.554069     0.323778     0.122153    
roi_233.png          3          0.5537     0.553710     0.323823     0.122467    
roi_234.png          3          0.5541     0.554096     0.323856     0.122048    
roi_235.png          3          0.5546     0.554565     0.323757     0.121678    
roi_236.png          3          0.5545     0.554502     0.323658     0.121840    
roi_237.png          3          0.5544     0.554399     0.323738     0.121864    
roi_238.png          3          0.5548     0.554797     0.323685     0.121518    
roi_239.png          3          0.5545     0.554527     0.323836     0.121637    
roi_240.png          3          0.5544     0.554425     0.323861     0.121715    
roi_241.png          3          0.5545     0.554524     0.323860     0.121616    
roi_242.png          3          0.5547     0.554670     0.323886     0.121443    
roi_243.png          3          0.5551     0.555106     0.323721     0.121173    
roi_244.png          3          0.5549     0.554923     0.323727     0.121350    
roi_245.png          3          0.5548     0.554799     0.323755     0.121445    
roi_246.png          3          0.5554     0.555373     0.323641     0.120986    
roi_247.png          3          0.5557     0.555660     0.323624     0.120716    
roi_248.png          3          0.5551     0.555115     0.323635     0.121250    
roi_249.png          3          0.5553     0.555297     0.323543     0.121160    
roi_250.png          3          0.5557     0.555712     0.323513     0.120775    
roi_251.png          3          0.5554     0.555360     0.323568     0.121072    
roi_252.png          3          0.5559     0.555851     0.323492     0.120657    
roi_253.png          3          0.5555     0.555531     0.323456     0.121013    
roi_254.png          3          0.5559     0.555934     0.323446     0.120619    
roi_255.png          3          0.5561     0.556110     0.323297     0.120593    
roi_256.png          3          0.5560     0.555985     0.323463     0.120552    
roi_257.png          3          0.5557     0.555681     0.323475     0.120844    
roi_258.png          3          0.5559     0.555942     0.323455     0.120603    
roi_259.png          3          0.5561     0.556142     0.323391     0.120467    
roi_260.png          3          0.5559     0.555920     0.323446     0.120634    
roi_261.png          3          0.5558     0.555806     0.323550     0.120644    
roi_262.png          3          0.5559     0.555874     0.323557     0.120570    
roi_263.png          3          0.5559     0.555905     0.323463     0.120633    
roi_264.png          3          0.5561     0.556142     0.323376     0.120482    
roi_265.png          3          0.5559     0.555875     0.323303     0.120822    
roi_266.png          3          0.5556     0.555592     0.323462     0.120946    
roi_267.png          3          0.5558     0.555754     0.323448     0.120798    
roi_268.png          3          0.5558     0.555828     0.323498     0.120674    
roi_269.png          3          0.5558     0.555752     0.323417     0.120831    
roi_270.png          3          0.5556     0.555611     0.323476     0.120914    
roi_271.png          3          0.5558     0.555755     0.323412     0.120833    
roi_272.png          3          0.5552     0.555178     0.323650     0.121172    
roi_273.png          3          0.5556     0.555598     0.323435     0.120967    
roi_274.png          3          0.5557     0.555748     0.323568     0.120684    
roi_275.png          3          0.5555     0.555502     0.323482     0.121016    
roi_276.png          3          0.5556     0.555559     0.323491     0.120949    
roi_277.png          3          0.5554     0.555428     0.323422     0.121150    
roi_278.png          3          0.5551     0.555124     0.323340     0.121536    
roi_279.png          3          0.5559     0.555910     0.323393     0.120697    
roi_280.png          3          0.5557     0.555733     0.323161     0.121106    
roi_281.png          3          0.5561     0.556064     0.323478     0.120458    
roi_282.png          3          0.5561     0.556093     0.323409     0.120498    
roi_283.png          3          0.5560     0.555973     0.323373     0.120653    
roi_284.png          3          0.5559     0.555927     0.323299     0.120773    
roi_285.png          3          0.5562     0.556165     0.323370     0.120465    
roi_286.png          3          0.5562     0.556219     0.323391     0.120390    
roi_287.png          3          0.5562     0.556168     0.323389     0.120444    
roi_288.png          3          0.5557     0.555732     0.323355     0.120913    
roi_289.png          3          0.5560     0.555974     0.323338     0.120687    
roi_290.png          3          0.5559     0.555893     0.323511     0.120596    
roi_291.png          3          0.5557     0.555728     0.323333     0.120939    
roi_292.png          3          0.5558     0.555764     0.323296     0.120940    
roi_293.png          3          0.5554     0.555435     0.323381     0.121185    
roi_294.png          3          0.5562     0.556159     0.323471     0.120370    
roi_295.png          3          0.5553     0.555317     0.323447     0.121236    
roi_296.png          3          0.5560     0.555965     0.323528     0.120507    
roi_297.png          3          0.5561     0.556078     0.323377     0.120545    
roi_298.png          3          0.5560     0.556007     0.323376     0.120617    
roi_299.png          3          0.5559     0.555936     0.323402     0.120662    
roi_46.png           3          0.5543     0.554349     0.323711     0.121941    
roi_47.png           3          0.5545     0.554497     0.323584     0.121919    
roi_48.png           3          0.5549     0.554858     0.323595     0.121548    
roi_49.png           3          0.5553     0.555290     0.323458     0.121252    
roi_50.png           3          0.5552     0.555169     0.323552     0.121279    
roi_51.png           3          0.5557     0.555709     0.323402     0.120889    
roi_52.png           3          0.5555     0.555521     0.323355     0.121124    
roi_53.png           3          0.5561     0.556056     0.323411     0.120534    
roi_54.png           3          0.5560     0.556026     0.323263     0.120711    
roi_55.png           3          0.5559     0.555879     0.323372     0.120748    
roi_56.png           3          0.5565     0.556545     0.323374     0.120082    
roi_57.png           3          0.5564     0.556385     0.323262     0.120354    
roi_58.png           3          0.5566     0.556592     0.323259     0.120149    
roi_59.png           3          0.5567     0.556739     0.323244     0.120017    
roi_60.png           3          0.5572     0.557167     0.323101     0.119732    
roi_61.png           3          0.5572     0.557229     0.323084     0.119686    
roi_62.png           3          0.5572     0.557182     0.323047     0.119771    
roi_63.png           3          0.5573     0.557330     0.323112     0.119557    
roi_64.png           3          0.5573     0.557338     0.323216     0.119446    
roi_65.png           3          0.5572     0.557223     0.323065     0.119712    
roi_66.png           3          0.5576     0.557637     0.323019     0.119343    
roi_67.png           3          0.5579     0.557899     0.322882     0.119219    
roi_68.png           3          0.5579     0.557916     0.322988     0.119096    
roi_69.png           3          0.5579     0.557859     0.323083     0.119058    
roi_70.png           3          0.5579     0.557876     0.322933     0.119192    
roi_71.png           3          0.5581     0.558089     0.322900     0.119012    
roi_72.png           3          0.5581     0.558055     0.322886     0.119059    
roi_73.png           3          0.5579     0.557916     0.322985     0.119099    
roi_74.png           3          0.5580     0.557987     0.323038     0.118975    
roi_75.png           3          0.5581     0.558091     0.322881     0.119028    
roi_76.png           3          0.5581     0.558115     0.322922     0.118963    
roi_77.png           3          0.5579     0.557899     0.323017     0.119085    
roi_78.png           3          0.5580     0.557954     0.323003     0.119043    
roi_79.png           3          0.5584     0.558353     0.322817     0.118830    
roi_80.png           3          0.5580     0.557969     0.322988     0.119044    
roi_81.png           3          0.5582     0.558208     0.322862     0.118930    
roi_82.png           3          0.5583     0.558269     0.322832     0.118899    
roi_83.png           3          0.5583     0.558339     0.322878     0.118783    
roi_84.png           3          0.5580     0.557984     0.323036     0.118980    
roi_85.png           3          0.5581     0.558136     0.322801     0.119063    
roi_86.png           3          0.5580     0.557953     0.323002     0.119045    
roi_87.png           3          0.5582     0.558232     0.322980     0.118787    
roi_88.png           3          0.5583     0.558276     0.322801     0.118923    
roi_89.png           3          0.5579     0.557903     0.322936     0.119161    
roi_90.png           3          0.5575     0.557459     0.323145     0.119396    
roi_91.png           3          0.5580     0.558017     0.322817     0.119165    
roi_92.png           3          0.5579     0.557940     0.322785     0.119275    
roi_93.png           3          0.5580     0.557998     0.322743     0.119258    
roi_94.png           3          0.5578     0.557817     0.323025     0.119157    
roi_95.png           3          0.5576     0.557609     0.323085     0.119305    
roi_96.png           3          0.5576     0.557602     0.322925     0.119473    
roi_97.png           3          0.5574     0.557407     0.323171     0.119422    
roi_98.png           3          0.5576     0.557563     0.322917     0.119520    
roi_99.png           3          0.5575     0.557543     0.323183     0.119274    
--------------------------------------------------------------------------------
统计: 3=254 (100.0%), 4=0 (0.0%), negative=0 (0.0%)

================================================================================
目录: 3_mind_5000_8_2 (共 256 张)
================================================================================
文件名                  预测         置信度        prob[3]      prob[4]      prob[neg]   
--------------------------------------------------------------------------------
roi_100.png          3          0.5567     0.556692     0.323183     0.120125    
roi_101.png          3          0.5564     0.556387     0.323282     0.120331    
roi_102.png          3          0.5565     0.556458     0.323145     0.120398    
roi_103.png          3          0.5565     0.556512     0.323173     0.120315    
roi_104.png          3          0.5564     0.556392     0.323189     0.120418    
roi_105.png          3          0.5569     0.556880     0.323062     0.120058    
roi_106.png          3          0.5566     0.556574     0.323226     0.120200    
roi_107.png          3          0.5563     0.556322     0.323258     0.120420    
roi_108.png          3          0.5564     0.556422     0.323296     0.120282    
roi_109.png          3          0.5566     0.556588     0.323169     0.120244    
roi_110.png          3          0.5565     0.556525     0.323244     0.120230    
roi_111.png          3          0.5566     0.556642     0.323198     0.120161    
roi_112.png          3          0.5567     0.556652     0.323161     0.120187    
roi_113.png          3          0.5567     0.556661     0.323227     0.120112    
roi_114.png          3          0.5570     0.556957     0.323083     0.119960    
roi_115.png          3          0.5566     0.556613     0.323214     0.120173    
roi_116.png          3          0.5565     0.556459     0.323247     0.120294    
roi_117.png          3          0.5568     0.556837     0.323194     0.119968    
roi_118.png          3          0.5565     0.556471     0.323217     0.120312    
roi_119.png          3          0.5566     0.556560     0.323153     0.120287    
roi_120.png          3          0.5566     0.556574     0.323169     0.120257    
roi_121.png          3          0.5567     0.556687     0.323157     0.120156    
roi_122.png          3          0.5566     0.556596     0.323182     0.120222    
roi_123.png          3          0.5563     0.556258     0.323285     0.120457    
roi_124.png          3          0.5567     0.556661     0.323199     0.120139    
roi_125.png          3          0.5563     0.556336     0.323230     0.120434    
roi_126.png          3          0.5565     0.556495     0.323234     0.120272    
roi_127.png          3          0.5563     0.556250     0.323291     0.120458    
roi_128.png          3          0.5562     0.556154     0.323273     0.120573    
roi_129.png          3          0.5563     0.556288     0.323207     0.120505    
roi_130.png          3          0.5564     0.556448     0.323222     0.120330    
roi_131.png          3          0.5564     0.556430     0.323096     0.120473    
roi_132.png          3          0.5560     0.556011     0.323376     0.120613    
roi_133.png          3          0.5562     0.556160     0.323346     0.120494    
roi_134.png          3          0.5562     0.556232     0.323272     0.120495    
